ticker,CompanyName,Sector,Industry,appearances,avg_score,linear_slope,linear_r2,score_std,score_cv,trend_consistency,avg_rank,stability_score,r2_adjusted_score,slope_adjusted_score,stability_adjusted_score,recommendation
BDX,"Becton, Dickinson and Company",Healthcare,Medical Instruments & Supplies,56,52.26,0.042,0.449,1.02,0.019,0.04,551.55,42.25,23.47,24.7,12.24,AVOID - Poor risk-adjusted score
TW,Tradeweb Markets Inc.,Financial Services,Capital Markets,56,42.35,-0.076,0.766,1.4,0.033,0.24,736.8,54.39,32.43,29.39,12.24,AVOID - Poor risk-adjusted score
RMD,ResMed Inc.,Healthcare,Medical Instruments & Supplies,56,89.3,0.032,0.264,1.01,0.011,0.05,29.52,37.88,23.57,24.51,12.22,AVOID - Poor risk-adjusted score
TEL,TE Connectivity plc,Technology,Electronic Components,56,68.83,-0.037,0.369,0.98,0.014,0.02,262.04,40.0,25.38,24.21,12.21,AVOID - Poor risk-adjusted score
MLCO,Melco Resorts & Entertainment Limited,Consumer Cyclical,Resorts & Casinos,56,49.56,0.123,0.715,2.35,0.047,0.4,605.54,74.72,35.45,40.73,12.16,AVOID - Poor risk-adjusted score
TROW,"T. Rowe Price Group, Inc.",Financial Services,Asset Management,56,81.77,-0.061,0.409,1.54,0.019,0.04,99.5,41.11,33.44,30.9,12.15,AVOID - Poor risk-adjusted score
GPC,Genuine Parts Company,Consumer Cyclical,Auto Parts,56,45.15,0.043,0.503,0.97,0.021,0.04,690.11,63.67,22.71,23.91,12.13,AVOID - Poor risk-adjusted score
RVTY,"Revvity, Inc.",Healthcare,Diagnostics & Research,56,62.3,-0.085,0.601,1.77,0.028,0.0,373.27,45.19,37.43,33.52,12.12,AVOID - Poor risk-adjusted score
OVV,Ovintiv Inc.,Energy,Oil & Gas E&P,56,49.52,-0.054,0.568,1.16,0.024,0.02,600.43,45.06,28.14,26.24,12.12,AVOID - Poor risk-adjusted score
CBT,Cabot Corporation,Basic Materials,Specialty Chemicals,56,50.2,0.068,0.55,1.48,0.029,0.04,590.71,64.27,27.6,29.93,12.06,AVOID - Poor risk-adjusted score
HSIC,"Henry Schein, Inc.",Healthcare,Medical Distribution,56,45.08,-0.096,0.821,1.71,0.038,0.09,690.52,52.65,37.0,32.66,12.06,AVOID - Poor risk-adjusted score
CPRI,Capri Holdings Limited,Consumer Cyclical,Luxury Goods,56,33.07,0.047,0.667,0.94,0.028,0.09,848.0,68.99,22.06,23.36,12.06,AVOID - Poor risk-adjusted score
GIS,"General Mills, Inc.",Consumer Defensive,Packaged Foods,56,43.83,-0.089,0.801,1.6,0.037,0.11,712.75,52.56,35.11,31.28,12.03,AVOID - Poor risk-adjusted score
WAT,Waters Corporation,Healthcare,Diagnostics & Research,56,73.58,-0.047,0.386,1.22,0.017,0.04,195.09,40.64,28.38,26.72,12.02,AVOID - Poor risk-adjusted score
GEN,Gen Digital Inc.,Technology,Software - Infrastructure,56,60.87,0.09,0.531,2.0,0.033,0.11,399.71,64.84,32.35,35.93,11.99,AVOID - Poor risk-adjusted score
AJG,Arthur J. Gallagher & Co.,Financial Services,Insurance Brokers,56,73.65,-0.158,0.78,2.9,0.039,0.24,195.38,54.19,57.43,46.63,11.97,AVOID - Poor risk-adjusted score
FE,FirstEnergy Corp.,Utilities,Utilities - Regulated Electric,56,45.48,-0.07,0.685,1.38,0.03,0.05,683.96,48.61,31.15,28.43,11.97,AVOID - Poor risk-adjusted score
EBAY,eBay Inc.,Consumer Cyclical,Internet Retail,56,72.42,-0.084,0.529,1.87,0.026,0.07,211.27,44.74,38.31,34.33,11.95,AVOID - Poor risk-adjusted score
CAT,Caterpillar Inc.,Industrials,Farm & Heavy Construction Machinery,56,57.2,0.054,0.451,1.31,0.023,0.09,471.82,43.06,25.78,27.52,11.93,AVOID - Poor risk-adjusted score
CTAS,Cintas Corporation,Industrials,Specialty Business Services,56,76.89,-0.029,0.299,0.86,0.011,0.16,154.29,41.13,23.01,22.17,11.93,AVOID - Poor risk-adjusted score
EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,56,79.88,-0.03,0.292,0.89,0.011,0.05,120.8,38.73,23.3,22.44,11.89,AVOID - Poor risk-adjusted score
GM,General Motors Company,Consumer Cyclical,Auto Manufacturers,56,34.46,0.04,0.602,0.83,0.024,0.09,837.2,67.46,20.74,21.77,11.89,AVOID - Poor risk-adjusted score
FICO,Fair Isaac Corporation,Technology,Software - Application,56,73.21,-0.183,0.861,3.18,0.043,0.35,202.48,58.41,63.07,49.6,11.87,AVOID - Poor risk-adjusted score
K,Kellanova,Consumer Defensive,Packaged Foods,56,55.18,-0.094,0.687,1.83,0.033,0.04,504.79,48.02,37.89,33.54,11.87,AVOID - Poor risk-adjusted score
TXNM,"TXNM Energy, Inc.",Utilities,Utilities - Regulated Electric,56,46.6,-0.065,0.638,1.31,0.028,0.05,660.61,47.43,29.73,27.35,11.86,AVOID - Poor risk-adjusted score
NI,NiSource Inc.,Utilities,Utilities - Regulated Gas,56,52.98,-0.053,0.522,1.18,0.022,0.04,541.3,44.15,27.63,25.82,11.84,AVOID - Poor risk-adjusted score
WEC,"WEC Energy Group, Inc.",Utilities,Utilities - Regulated Electric,56,50.42,-0.037,0.465,0.89,0.018,0.05,585.41,43.27,23.42,22.33,11.84,AVOID - Poor risk-adjusted score
GAP,"The Gap, Inc.",Consumer Cyclical,Apparel Retail,56,47.61,-0.062,0.613,1.28,0.027,0.07,639.14,47.16,29.18,26.94,11.83,AVOID - Poor risk-adjusted score
TMUS,"T-Mobile US, Inc.",Communication Services,Telecom Services,56,60.0,-0.041,0.418,1.01,0.017,0.05,418.0,41.93,25.06,23.8,11.82,AVOID - Poor risk-adjusted score
NTES,"NetEase, Inc.",Communication Services,Electronic Gaming & Multimedia,56,89.09,-0.035,0.284,1.05,0.012,0.09,30.34,39.17,25.34,24.24,11.8,AVOID - Poor risk-adjusted score
MLKN,"MillerKnoll, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",56,33.03,0.075,0.774,1.38,0.042,0.07,848.27,70.52,25.58,27.95,11.76,AVOID - Poor risk-adjusted score
SOLV,Solventum Corporation,Healthcare,Medical Instruments & Supplies,56,48.7,-0.071,0.643,1.44,0.029,0.18,616.04,49.98,31.31,28.55,11.73,AVOID - Poor risk-adjusted score
CNM,"Core & Main, Inc.",Industrials,Industrial Distribution,56,58.72,0.023,0.323,0.66,0.011,0.07,441.75,40.01,18.96,19.51,11.72,AVOID - Poor risk-adjusted score
AR,Antero Resources Corporation,Energy,Oil & Gas E&P,56,62.37,-0.067,0.513,1.51,0.024,0.09,371.86,44.79,32.0,29.35,11.7,AVOID - Poor risk-adjusted score
ROL,"Rollins, Inc.",Consumer Cyclical,Personal Services,56,73.75,-0.027,0.297,0.81,0.011,0.2,192.66,41.82,21.93,21.18,11.68,AVOID - Poor risk-adjusted score
G,Genpact Limited,Technology,Information Technology Services,56,64.63,-0.063,0.481,1.47,0.023,0.11,329.96,44.34,31.07,28.65,11.62,AVOID - Poor risk-adjusted score
QDEL,QuidelOrtho Corporation,Healthcare,Medical Devices,56,36.97,-0.031,0.548,0.68,0.018,0.02,813.12,44.98,20.27,19.48,11.61,AVOID - Poor risk-adjusted score
DE,Deere & Company,Industrials,Farm & Heavy Construction Machinery,56,55.25,-0.118,0.776,2.17,0.039,0.05,501.88,50.44,42.87,36.71,11.59,AVOID - Poor risk-adjusted score
CHKP,Check Point Software Technologies Ltd.,Technology,Software - Infrastructure,56,29.54,-0.068,0.921,1.15,0.039,0.24,880.18,58.47,27.2,24.9,11.59,AVOID - Poor risk-adjusted score
EW,Edwards Lifesciences Corporation,Healthcare,Medical Devices,56,88.44,0.057,0.321,1.62,0.018,0.13,33.11,40.34,28.38,30.38,11.58,AVOID - Poor risk-adjusted score
IBP,"Installed Building Products, Inc.",Consumer Cyclical,Residential Construction,56,61.19,0.23,0.778,4.22,0.069,0.07,397.41,67.9,47.6,59.95,11.5,AVOID - Poor risk-adjusted score
MCO,Moody's Corporation,Financial Services,Financial Data & Stock Exchanges,56,73.25,-0.029,0.301,0.85,0.012,0.18,200.18,41.51,22.06,21.26,11.49,AVOID - Poor risk-adjusted score
ENB,Enbridge Inc.,Energy,Oil & Gas Midstream,56,46.45,-0.042,0.508,0.95,0.02,0.15,664.71,46.1,23.6,22.36,11.46,AVOID - Poor risk-adjusted score
TRIP,"Tripadvisor, Inc.",Consumer Cyclical,Travel Services,56,52.7,0.228,0.858,3.98,0.076,0.18,546.27,71.82,45.2,56.85,11.42,AVOID - Poor risk-adjusted score
IR,Ingersoll Rand Inc.,Industrials,Specialty Industrial Machinery,56,67.0,-0.105,0.619,2.16,0.032,0.05,289.95,46.42,41.45,36.12,11.42,AVOID - Poor risk-adjusted score
AEP,"American Electric Power Company, Inc.",Utilities,Utilities - Regulated Electric,56,47.81,0.042,0.455,1.01,0.021,0.0,637.48,41.54,21.76,22.9,11.4,AVOID - Poor risk-adjusted score
LI,Li Auto Inc.,Consumer Cyclical,Auto Manufacturers,56,57.67,-0.076,0.571,1.63,0.028,0.16,460.36,47.59,32.94,29.84,11.35,AVOID - Poor risk-adjusted score
IIPR,"Innovative Industrial Properties, Inc.",Real Estate,REIT - Industrial,56,62.48,-0.101,0.631,2.06,0.033,0.15,370.59,48.56,39.44,34.56,11.31,AVOID - Poor risk-adjusted score
APTV,Aptiv PLC,Consumer Cyclical,Auto Parts,56,47.71,0.062,0.523,1.38,0.029,0.05,641.02,63.89,24.94,26.85,11.3,AVOID - Poor risk-adjusted score
MTZ,"MasTec, Inc.",Industrials,Engineering & Construction,56,52.57,0.189,0.784,3.46,0.066,0.02,548.8,67.32,41.24,50.34,11.29,AVOID - Poor risk-adjusted score
EXEL,"Exelixis, Inc.",Healthcare,Biotechnology,56,97.18,-0.204,0.734,3.85,0.04,0.11,7.57,50.23,71.29,54.54,11.25,AVOID - Poor risk-adjusted score
CZR,"Caesars Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,56,35.71,-0.015,0.439,0.37,0.01,0.07,827.71,43.6,15.68,15.39,11.24,AVOID - Poor risk-adjusted score
NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Cyclical,Travel Services,56,44.73,0.165,0.826,2.94,0.066,0.13,691.18,70.75,36.95,44.19,11.21,AVOID - Poor risk-adjusted score
MRK,"Merck & Co., Inc.",Healthcare,Drug Manufacturers - General,56,67.38,-0.032,0.331,0.91,0.014,0.02,284.12,38.93,22.28,21.38,11.19,AVOID - Poor risk-adjusted score
LKQ,LKQ Corporation,Consumer Cyclical,Auto Parts,56,41.92,-0.1,0.84,1.77,0.042,0.04,743.21,51.73,35.23,30.91,11.18,AVOID - Poor risk-adjusted score
OKE,"ONEOK, Inc.",Energy,Oil & Gas Midstream,56,45.24,-0.074,0.668,1.46,0.032,0.11,688.7,49.0,30.23,27.47,11.18,AVOID - Poor risk-adjusted score
BRK-B,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,56,75.87,0.028,0.267,0.87,0.012,0.24,167.8,41.58,20.24,20.94,11.18,AVOID - Poor risk-adjusted score
HP,"Helmerich & Payne, Inc.",Energy,Oil & Gas Drilling,56,39.62,0.082,0.671,1.63,0.041,0.07,776.02,67.47,26.57,29.27,11.14,AVOID - Poor risk-adjusted score
MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,56,36.4,0.12,0.834,2.13,0.059,0.24,816.27,73.91,30.37,34.8,11.12,AVOID - Poor risk-adjusted score
ASML,ASML Holding N.V.,Technology,Semiconductor Equipment & Materials,56,86.59,-0.042,0.302,1.23,0.014,0.15,46.79,40.56,26.19,24.82,11.11,AVOID - Poor risk-adjusted score
GSK,GSK plc,Healthcare,Drug Manufacturers - General,56,64.06,-0.022,0.296,0.67,0.01,0.05,339.34,38.93,18.97,18.44,11.06,AVOID - Poor risk-adjusted score
SO,The Southern Company,Utilities,Utilities - Regulated Electric,56,51.86,-0.064,0.551,1.39,0.027,0.04,560.91,44.58,28.56,26.31,11.02,AVOID - Poor risk-adjusted score
WMS,"Advanced Drainage Systems, Inc.",Industrials,Building Products & Equipment,56,66.19,0.152,0.591,3.19,0.048,0.05,306.64,64.0,39.12,46.21,11.02,AVOID - Poor risk-adjusted score
DVA,DaVita Inc.,Healthcare,Medical Care Facilities,56,47.27,-0.04,0.472,0.93,0.02,0.09,647.07,44.01,22.32,21.22,10.99,AVOID - Poor risk-adjusted score
KBR,"KBR, Inc.",Industrials,Engineering & Construction,56,40.06,-0.079,0.753,1.48,0.037,0.33,769.48,55.45,30.16,27.21,10.99,AVOID - Poor risk-adjusted score
MSM,"MSC Industrial Direct Co., Inc.",Industrials,Industrial Distribution,56,59.05,0.053,0.406,1.33,0.023,0.05,434.39,41.0,23.95,25.51,10.93,AVOID - Poor risk-adjusted score
BHC,Bausch Health Companies Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,56,47.02,0.159,0.767,2.93,0.062,0.05,654.91,67.87,36.06,42.87,10.91,AVOID - Poor risk-adjusted score
FRO,Frontline plc,Energy,Oil & Gas Midstream,56,48.04,0.031,0.392,0.8,0.017,0.07,631.86,41.55,18.82,19.55,10.89,AVOID - Poor risk-adjusted score
MP,MP Materials Corp.,Basic Materials,Other Industrial Metals & Mining,56,33.84,0.111,0.839,1.96,0.058,0.36,842.34,76.65,28.39,32.23,10.89,AVOID - Poor risk-adjusted score
URI,"United Rentals, Inc.",Industrials,Rental & Leasing Services,56,59.91,0.028,0.317,0.81,0.013,0.18,418.46,41.8,19.0,19.67,10.88,AVOID - Poor risk-adjusted score
AVB,"AvalonBay Communities, Inc.",Real Estate,REIT - Residential,56,55.98,-0.044,0.429,1.09,0.019,0.02,489.05,41.29,24.01,22.69,10.88,AVOID - Poor risk-adjusted score
DLR,"Digital Realty Trust, Inc.",Real Estate,REIT - Specialty,56,60.86,-0.134,0.747,2.5,0.041,0.16,403.46,51.56,45.44,38.11,10.88,AVOID - Poor risk-adjusted score
AON,Aon plc,Financial Services,Insurance Brokers,56,60.76,-0.056,0.45,1.35,0.022,0.07,402.8,42.71,27.32,25.41,10.79,AVOID - Poor risk-adjusted score
DELL,Dell Technologies Inc.,Technology,Computer Hardware,56,43.54,0.071,0.569,1.52,0.035,0.16,715.84,66.87,24.79,26.96,10.71,AVOID - Poor risk-adjusted score
GRAB,Grab Holdings Limited,Technology,Software - Application,56,81.89,-0.097,0.483,2.26,0.028,0.09,97.66,43.56,39.59,34.86,10.68,AVOID - Poor risk-adjusted score
EXPO,"Exponent, Inc.",Industrials,Engineering & Construction,56,81.55,-0.175,0.715,3.34,0.041,0.2,101.25,51.36,58.32,46.33,10.67,AVOID - Poor risk-adjusted score
ZM,Zoom Communications Inc.,Technology,Software - Application,56,84.49,-0.029,0.253,0.93,0.011,0.0,67.14,36.48,21.36,20.58,10.64,AVOID - Poor risk-adjusted score
HUN,Huntsman Corporation,Basic Materials,Chemicals,56,27.11,0.045,0.697,0.88,0.032,0.09,903.54,69.49,18.89,19.96,10.63,AVOID - Poor risk-adjusted score
CBOE,"Cboe Global Markets, Inc.",Financial Services,Financial Data & Stock Exchanges,56,81.88,-0.031,0.267,0.98,0.012,0.02,98.95,37.18,21.85,21.0,10.63,AVOID - Poor risk-adjusted score
CINF,Cincinnati Financial Corporation,Financial Services,Insurance - Property & Casualty,56,69.99,0.299,0.756,5.56,0.079,0.07,254.02,66.18,52.88,69.63,10.62,AVOID - Poor risk-adjusted score
TRI,Thomson Reuters Corporation,Industrials,Specialty Business Services,56,68.83,-0.074,0.467,1.76,0.026,0.16,261.68,44.73,32.14,29.19,10.59,AVOID - Poor risk-adjusted score
UAL,"United Airlines Holdings, Inc.",Industrials,Airlines,56,49.63,0.242,0.871,4.19,0.084,0.09,604.91,69.52,43.23,54.91,10.59,AVOID - Poor risk-adjusted score
EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,56,62.48,0.241,0.738,4.53,0.072,0.09,374.23,66.72,46.12,58.52,10.59,AVOID - Poor risk-adjusted score
ALL,The Allstate Corporation,Financial Services,Insurance - Property & Casualty,56,62.41,0.132,0.56,2.85,0.046,0.02,372.55,62.59,34.94,40.5,10.52,AVOID - Poor risk-adjusted score
WYNN,"Wynn Resorts, Limited",Consumer Cyclical,Resorts & Casinos,56,52.37,0.145,0.663,2.87,0.055,0.16,551.3,67.67,34.7,40.71,10.52,AVOID - Poor risk-adjusted score
COP,ConocoPhillips,Energy,Oil & Gas E&P,56,63.33,-0.122,0.663,2.41,0.038,0.02,355.16,46.44,41.98,35.79,10.49,AVOID - Poor risk-adjusted score
LUV,Southwest Airlines Co.,Industrials,Airlines,56,48.48,0.104,0.606,2.17,0.045,0.02,626.59,64.08,29.39,33.14,10.46,AVOID - Poor risk-adjusted score
KIM,Kimco Realty Corporation,Real Estate,REIT - Retail,56,58.48,-0.023,0.309,0.68,0.012,0.04,447.89,38.84,18.09,17.56,10.45,AVOID - Poor risk-adjusted score
EL,The Estée Lauder Companies Inc.,Consumer Defensive,Household & Personal Products,56,48.76,0.097,0.583,2.05,0.042,0.15,620.32,66.2,28.42,31.79,10.44,AVOID - Poor risk-adjusted score
PRGS,Progress Software Corporation,Technology,Software - Infrastructure,56,53.28,-0.156,0.887,2.69,0.05,0.15,535.71,54.47,47.24,38.45,10.43,AVOID - Poor risk-adjusted score
UBS,UBS Group AG,Financial Services,Banks - Diversified,56,28.59,0.064,0.746,1.21,0.042,0.05,889.2,69.24,21.32,23.02,10.43,AVOID - Poor risk-adjusted score
MODG,Topgolf Callaway Brands Corp.,Consumer Cyclical,Leisure,56,30.51,0.119,0.9,2.03,0.066,0.33,871.43,76.89,27.45,31.41,10.38,AVOID - Poor risk-adjusted score
PNR,Pentair plc,Industrials,Specialty Industrial Machinery,56,67.83,-0.067,0.439,1.63,0.024,0.05,276.84,41.86,29.8,27.33,10.38,AVOID - Poor risk-adjusted score
TSLA,"Tesla, Inc.",Consumer Cyclical,Auto Manufacturers,56,75.67,-0.047,0.336,1.32,0.017,0.2,169.98,42.35,25.45,23.96,10.35,AVOID - Poor risk-adjusted score
WCC,"WESCO International, Inc.",Industrials,Industrial Distribution,56,42.1,0.059,0.529,1.32,0.031,0.18,739.12,66.39,22.28,23.92,10.33,AVOID - Poor risk-adjusted score
AES,The AES Corporation,Utilities,Utilities - Diversified,56,29.63,0.05,0.656,1.0,0.034,0.15,878.0,69.21,19.43,20.64,10.32,AVOID - Poor risk-adjusted score
CSIQ,Canadian Solar Inc.,Technology,Solar,56,27.47,0.03,0.592,0.63,0.023,0.18,901.48,69.08,16.25,16.86,10.32,AVOID - Poor risk-adjusted score
VOD,Vodafone Group Public Limited Company,Communication Services,Telecom Services,56,45.53,0.02,0.341,0.55,0.012,0.09,683.8,40.85,15.54,15.92,10.28,AVOID - Poor risk-adjusted score
NVO,Novo Nordisk A/S,Healthcare,Drug Manufacturers - General,56,62.18,-0.156,0.783,2.86,0.046,0.22,377.93,53.26,48.68,39.62,10.28,AVOID - Poor risk-adjusted score
UAA,"Under Armour, Inc.",Consumer Cyclical,Apparel Manufacturing,56,46.99,-0.047,0.483,1.09,0.023,0.2,652.14,46.16,22.68,21.36,10.22,AVOID - Poor risk-adjusted score
VNO,Vornado Realty Trust,Real Estate,REIT - Office,56,56.87,-0.171,0.88,2.94,0.052,0.02,475.05,51.59,50.03,39.96,10.15,AVOID - Poor risk-adjusted score
MATX,"Matson, Inc.",Industrials,Marine Shipping,56,48.61,-0.101,0.701,1.95,0.04,0.24,618.79,51.75,34.08,29.87,10.14,AVOID - Poor risk-adjusted score
GD,General Dynamics Corporation,Industrials,Aerospace & Defense,56,58.64,0.049,0.373,1.3,0.022,0.07,443.29,40.43,21.87,23.2,10.09,AVOID - Poor risk-adjusted score
MMM,3M Company,Industrials,Conglomerates,56,65.41,-0.139,0.685,2.71,0.041,0.16,317.14,49.69,44.82,37.35,10.07,AVOID - Poor risk-adjusted score
RBLX,Roblox Corporation,Communication Services,Electronic Gaming & Multimedia,56,39.72,-0.061,0.619,1.26,0.032,0.07,773.86,46.85,24.57,22.7,10.06,AVOID - Poor risk-adjusted score
NOC,Northrop Grumman Corporation,Industrials,Aerospace & Defense,56,50.59,0.164,0.695,3.18,0.063,0.05,585.52,65.66,35.18,42.02,10.05,AVOID - Poor risk-adjusted score
FCN,"FTI Consulting, Inc.",Industrials,Consulting Services,56,61.9,-0.164,0.798,2.97,0.048,0.05,383.25,50.24,49.4,39.8,10.03,AVOID - Poor risk-adjusted score
KRC,Kilroy Realty Corporation,Real Estate,REIT - Office,56,52.78,0.076,0.479,1.77,0.034,0.15,542.16,43.94,25.3,27.67,9.99,AVOID - Poor risk-adjusted score
MLM,"Martin Marietta Materials, Inc.",Basic Materials,Building Materials,56,56.52,0.21,0.714,4.02,0.071,0.15,474.39,67.22,40.37,50.11,9.97,AVOID - Poor risk-adjusted score
NGG,National Grid plc,Utilities,Utilities - Regulated Electric,56,51.81,-0.032,0.37,0.85,0.016,0.05,561.98,40.56,19.19,18.42,9.96,AVOID - Poor risk-adjusted score
COLM,Columbia Sportswear Company,Consumer Cyclical,Apparel Manufacturing,56,63.57,-0.156,0.752,2.91,0.046,0.02,352.98,48.35,47.82,38.93,9.95,AVOID - Poor risk-adjusted score
MELI,"MercadoLibre, Inc.",Consumer Cyclical,Internet Retail,56,78.7,-0.194,0.748,3.63,0.046,0.2,134.57,51.82,58.84,45.59,9.85,AVOID - Poor risk-adjusted score
EQNR,Equinor ASA,Energy,Oil & Gas Integrated,56,60.91,-0.168,0.81,3.02,0.05,0.09,403.62,51.15,49.32,39.52,9.83,AVOID - Poor risk-adjusted score
PODD,Insulet Corporation,Healthcare,Medical Devices,56,82.74,0.079,0.344,2.19,0.026,0.09,89.23,39.49,28.45,31.24,9.79,AVOID - Poor risk-adjusted score
ESI,Element Solutions Inc,Basic Materials,Specialty Chemicals,56,59.02,0.035,0.317,1.0,0.017,0.05,435.64,38.91,18.7,19.51,9.77,AVOID - Poor risk-adjusted score
VMC,Vulcan Materials Company,Basic Materials,Building Materials,56,61.27,0.033,0.301,0.96,0.016,0.18,392.2,41.09,18.43,19.18,9.77,AVOID - Poor risk-adjusted score
ORI,Old Republic International Corporation,Financial Services,Insurance - Property & Casualty,56,68.85,0.049,0.321,1.41,0.02,0.05,260.91,38.68,22.12,23.48,9.74,AVOID - Poor risk-adjusted score
NOV,NOV Inc.,Energy,Oil & Gas Equipment & Services,56,48.85,-0.063,0.517,1.41,0.029,0.07,613.18,44.09,25.27,23.31,9.67,AVOID - Poor risk-adjusted score
TTWO,"Take-Two Interactive Software, Inc.",Communication Services,Electronic Gaming & Multimedia,56,67.82,0.142,0.511,3.2,0.047,0.11,280.38,62.8,34.69,40.59,9.66,AVOID - Poor risk-adjusted score
TDC,Teradata Corporation,Technology,Software - Infrastructure,56,59.26,-0.138,0.71,2.64,0.045,0.25,430.2,51.94,42.08,35.11,9.64,AVOID - Poor risk-adjusted score
RS,"Reliance, Inc.",Basic Materials,Steel,56,59.74,-0.048,0.387,1.26,0.021,0.07,423.5,40.95,23.11,21.72,9.61,AVOID - Poor risk-adjusted score
MPW,"Medical Properties Trust, Inc.",Real Estate,REIT - Healthcare Facilities,56,47.95,-0.06,0.507,1.36,0.028,0.02,631.45,42.75,24.33,22.52,9.55,AVOID - Poor risk-adjusted score
WY,Weyerhaeuser Company,Real Estate,REIT - Specialty,56,47.02,-0.126,0.789,2.29,0.049,0.09,649.95,50.62,37.11,31.45,9.55,AVOID - Poor risk-adjusted score
NVDA,NVIDIA Corporation,Technology,Semiconductors,56,100.59,0.03,0.192,1.1,0.011,0.15,2.21,37.58,19.35,20.07,9.55,AVOID - Poor risk-adjusted score
COR,"Cencora, Inc.",Healthcare,Medical Distribution,56,53.75,-0.039,0.377,1.02,0.019,0.0,527.93,39.39,20.24,19.26,9.52,AVOID - Poor risk-adjusted score
RKLB,Rocket Lab Corporation,Industrials,Aerospace & Defense,56,39.76,0.126,0.708,2.43,0.061,0.16,773.0,68.4,28.14,32.44,9.47,AVOID - Poor risk-adjusted score
CSL,Carlisle Companies Incorporated,Industrials,Building Products & Equipment,56,61.94,0.059,0.366,1.57,0.025,0.16,377.62,41.71,22.66,24.32,9.46,AVOID - Poor risk-adjusted score
AEE,Ameren Corporation,Utilities,Utilities - Regulated Electric,56,50.45,0.036,0.354,0.97,0.019,0.16,585.62,41.97,17.86,18.66,9.46,AVOID - Poor risk-adjusted score
FIS,"Fidelity National Information Services, Inc.",Technology,Information Technology Services,56,51.65,-0.063,0.486,1.46,0.028,0.25,563.66,46.84,25.08,23.13,9.42,AVOID - Poor risk-adjusted score
INTC,Intel Corporation,Technology,Semiconductors,56,48.05,0.105,0.565,2.26,0.047,0.16,635.39,65.51,27.13,30.61,9.39,AVOID - Poor risk-adjusted score
KSS,Kohl's Corporation,Consumer Cyclical,Department Stores,56,30.8,0.117,0.821,2.09,0.068,0.02,868.84,68.2,25.29,28.88,9.35,AVOID - Poor risk-adjusted score
DOV,Dover Corporation,Industrials,Specialty Industrial Machinery,56,64.9,-0.126,0.611,2.6,0.04,0.05,327.32,45.41,39.64,33.61,9.34,AVOID - Poor risk-adjusted score
BEKE,KE Holdings Inc.,Real Estate,Real Estate Services,56,51.27,-0.028,0.337,0.79,0.015,0.04,570.8,39.3,17.28,16.67,9.32,AVOID - Poor risk-adjusted score
CAH,"Cardinal Health, Inc.",Healthcare,Medical Distribution,56,48.98,-0.122,0.736,2.3,0.047,0.02,612.34,47.75,36.04,30.71,9.32,AVOID - Poor risk-adjusted score
UPS,"United Parcel Service, Inc.",Industrials,Integrated Freight & Logistics,56,42.86,-0.101,0.722,1.91,0.045,0.13,728.18,49.74,30.95,27.14,9.31,AVOID - Poor risk-adjusted score
KEYS,"Keysight Technologies, Inc.",Technology,Scientific & Technical Instruments,56,84.18,-0.061,0.327,1.73,0.021,0.09,70.75,39.57,27.53,25.43,9.3,AVOID - Poor risk-adjusted score
CB,Chubb Limited,Financial Services,Insurance - Property & Casualty,56,59.35,0.079,0.423,1.97,0.033,0.15,427.14,42.27,25.08,27.53,9.28,AVOID - Poor risk-adjusted score
AWK,"American Water Works Company, Inc.",Utilities,Utilities - Regulated Water,56,52.51,-0.03,0.338,0.84,0.016,0.05,549.16,39.63,17.74,17.07,9.27,AVOID - Poor risk-adjusted score
AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,56,86.15,0.051,0.263,1.6,0.019,0.04,52.62,36.76,22.66,24.09,9.26,AVOID - Poor risk-adjusted score
ISRG,"Intuitive Surgical, Inc.",Healthcare,Medical Instruments & Supplies,56,44.39,0.042,0.407,1.07,0.024,0.16,702.88,43.07,18.07,19.02,9.19,AVOID - Poor risk-adjusted score
MOS,The Mosaic Company,Basic Materials,Agricultural Inputs,56,46.41,-0.099,0.668,1.97,0.042,0.05,663.39,46.89,31.0,27.22,9.18,AVOID - Poor risk-adjusted score
QCOM,QUALCOMM Incorporated,Technology,Semiconductors,56,81.91,-0.101,0.443,2.46,0.03,0.18,97.46,43.9,36.25,31.75,9.17,AVOID - Poor risk-adjusted score
FDS,FactSet Research Systems Inc.,Financial Services,Financial Data & Stock Exchanges,56,68.64,-0.053,0.349,1.45,0.021,0.05,265.32,39.46,23.97,22.4,9.16,AVOID - Poor risk-adjusted score
UA,"Under Armour, Inc.",Consumer Cyclical,Apparel Manufacturing,56,47.56,-0.066,0.518,1.48,0.031,0.13,640.02,44.98,24.64,22.63,9.12,AVOID - Poor risk-adjusted score
BHP,BHP Group Limited,Basic Materials,Other Industrial Metals & Mining,56,74.02,0.022,0.212,0.77,0.01,0.02,190.29,35.69,15.68,16.11,9.12,AVOID - Poor risk-adjusted score
