ticker,CompanyName,Sector,Industry,appearances,avg_score,linear_slope,linear_r2,score_std,score_cv,trend_consistency,avg_rank,stability_score,r2_adjusted_score,slope_adjusted_score,stability_adjusted_score,recommendation
NI,NiSource Inc.,Utilities,Utilities - Regulated Gas,58,52.91,-0.054,0.553,1.22,0.023,0.04,542.36,45.0,29.27,27.3,12.33,AVOID - Poor risk-adjusted score
MDLZ,"Mondelez International, Inc.",Consumer Defensive,Confectioners,58,48.95,0.042,0.481,1.02,0.021,0.05,614.78,43.42,23.57,24.81,12.29,AVOID - Poor risk-adjusted score
TMUS,"T-Mobile US, Inc.",Communication Services,Telecom Services,58,59.96,-0.04,0.434,1.01,0.017,0.02,418.53,41.68,26.01,24.72,12.29,AVOID - Poor risk-adjusted score
EBAY,eBay Inc.,Consumer Cyclical,Internet Retail,58,72.27,-0.091,0.576,2.01,0.028,0.07,213.53,45.89,41.62,36.95,12.26,AVOID - Poor risk-adjusted score
CZR,"Caesars Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,58,35.68,-0.016,0.485,0.38,0.011,0.11,827.86,45.57,17.29,16.95,12.25,AVOID - Poor risk-adjusted score
MLCO,Melco Resorts & Entertainment Limited,Consumer Cyclical,Resorts & Casinos,58,49.65,0.12,0.723,2.36,0.047,0.35,603.78,73.95,35.88,41.1,12.24,AVOID - Poor risk-adjusted score
SSTK,"Shutterstock, Inc.",Communication Services,Internet Content & Information,58,51.6,0.185,0.85,3.36,0.065,0.09,566.07,70.74,43.85,53.32,12.23,AVOID - Poor risk-adjusted score
CPRI,Capri Holdings Limited,Consumer Cyclical,Luxury Goods,58,33.1,0.046,0.677,0.94,0.028,0.07,847.74,68.87,22.41,23.7,12.21,AVOID - Poor risk-adjusted score
TW,Tradeweb Markets Inc.,Financial Services,Capital Markets,58,42.25,-0.078,0.789,1.47,0.035,0.23,738.24,54.75,33.34,30.13,12.2,AVOID - Poor risk-adjusted score
NVDA,NVIDIA Corporation,Technology,Semiconductors,58,100.67,0.035,0.25,1.16,0.011,0.18,2.17,39.86,25.17,26.25,12.18,AVOID - Poor risk-adjusted score
GM,General Motors Company,Consumer Cyclical,Auto Manufacturers,58,34.49,0.039,0.617,0.83,0.024,0.09,836.95,67.84,21.27,22.31,12.16,AVOID - Poor risk-adjusted score
TXNM,"TXNM Energy, Inc.",Utilities,Utilities - Regulated Electric,58,46.54,-0.064,0.659,1.32,0.028,0.05,661.57,47.99,30.69,28.24,12.15,AVOID - Poor risk-adjusted score
FE,FirstEnergy Corp.,Utilities,Utilities - Regulated Electric,58,45.39,-0.073,0.715,1.44,0.032,0.02,685.33,48.65,32.46,29.55,12.13,AVOID - Poor risk-adjusted score
DKS,"DICK'S Sporting Goods, Inc.",Consumer Cyclical,Specialty Retail,58,51.96,0.092,0.618,1.96,0.038,0.05,556.57,65.82,32.1,35.73,12.08,AVOID - Poor risk-adjusted score
HSIC,"Henry Schein, Inc.",Healthcare,Medical Distribution,58,45.0,-0.095,0.831,1.74,0.039,0.12,691.74,53.53,37.4,33.06,12.08,AVOID - Poor risk-adjusted score
CCL,Carnival Corporation & plc,Consumer Cyclical,Travel Services,58,57.61,0.107,0.612,2.3,0.04,0.21,460.97,68.57,35.23,39.85,12.08,AVOID - Poor risk-adjusted score
K,Kellanova,Consumer Defensive,Packaged Foods,58,55.07,-0.095,0.714,1.88,0.034,0.0,506.59,48.01,39.34,34.75,12.05,AVOID - Poor risk-adjusted score
AJG,Arthur J. Gallagher & Co.,Financial Services,Insurance Brokers,58,73.53,-0.154,0.785,2.91,0.04,0.26,196.72,54.86,57.73,47.13,12.04,AVOID - Poor risk-adjusted score
ASML,ASML Holding N.V.,Technology,Semiconductor Equipment & Materials,58,86.55,-0.042,0.328,1.24,0.014,0.14,47.31,41.23,28.43,26.93,12.04,AVOID - Poor risk-adjusted score
GIS,"General Mills, Inc.",Consumer Defensive,Packaged Foods,58,43.74,-0.089,0.819,1.65,0.038,0.14,713.81,53.6,35.8,31.88,12.04,AVOID - Poor risk-adjusted score
SOLV,Solventum Corporation,Healthcare,Medical Instruments & Supplies,58,48.63,-0.071,0.663,1.45,0.03,0.21,617.19,51.11,32.23,29.42,12.0,AVOID - Poor risk-adjusted score
APTV,Aptiv PLC,Consumer Cyclical,Auto Parts,58,47.8,0.064,0.566,1.43,0.03,0.05,639.12,65.02,27.03,29.19,11.99,AVOID - Poor risk-adjusted score
GEN,Gen Digital Inc.,Technology,Software - Infrastructure,58,60.92,0.086,0.53,1.98,0.033,0.11,398.67,64.77,32.31,35.74,11.99,AVOID - Poor risk-adjusted score
ENB,Enbridge Inc.,Energy,Oil & Gas Midstream,58,46.4,-0.042,0.535,0.96,0.021,0.18,665.33,47.48,24.81,23.52,11.99,AVOID - Poor risk-adjusted score
HII,"Huntington Ingalls Industries, Inc.",Industrials,Aerospace & Defense,58,42.89,0.094,0.717,1.86,0.043,0.09,725.21,68.91,30.73,34.29,11.98,AVOID - Poor risk-adjusted score
G,Genpact Limited,Technology,Information Technology Services,58,64.58,-0.061,0.494,1.46,0.023,0.11,330.67,44.67,31.93,29.5,11.98,AVOID - Poor risk-adjusted score
FHI,"Federated Hermes, Inc.",Financial Services,Asset Management,58,83.28,0.022,0.243,0.74,0.009,0.05,81.09,37.45,20.23,20.79,11.92,AVOID - Poor risk-adjusted score
FICO,Fair Isaac Corporation,Technology,Software - Application,58,73.08,-0.177,0.86,3.19,0.044,0.37,203.9,58.78,62.82,49.77,11.87,AVOID - Poor risk-adjusted score
MRK,"Merck & Co., Inc.",Healthcare,Drug Manufacturers - General,58,67.35,-0.032,0.349,0.91,0.014,0.02,284.45,39.48,23.53,22.58,11.82,AVOID - Poor risk-adjusted score
EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,58,79.86,-0.028,0.288,0.88,0.011,0.05,120.93,38.59,22.99,22.18,11.82,AVOID - Poor risk-adjusted score
FL,"Foot Locker, Inc.",Consumer Cyclical,Apparel Retail,58,34.73,0.045,0.625,0.95,0.027,0.14,835.28,68.83,21.7,22.91,11.78,AVOID - Poor risk-adjusted score
IR,Ingersoll Rand Inc.,Industrials,Specialty Industrial Machinery,58,66.87,-0.108,0.651,2.23,0.033,0.09,292.02,47.96,43.56,37.84,11.71,AVOID - Poor risk-adjusted score
AR,Antero Resources Corporation,Energy,Oil & Gas E&P,58,62.34,-0.063,0.506,1.49,0.024,0.09,372.19,44.54,31.53,29.05,11.66,AVOID - Poor risk-adjusted score
IIPR,"Innovative Industrial Properties, Inc.",Real Estate,REIT - Industrial,58,62.38,-0.102,0.658,2.1,0.034,0.11,372.48,48.49,41.06,35.95,11.6,AVOID - Poor risk-adjusted score
ETSY,"Etsy, Inc.",Consumer Cyclical,Internet Retail,58,67.18,0.089,0.488,2.14,0.032,0.16,289.59,44.62,32.79,36.39,11.6,AVOID - Poor risk-adjusted score
IBP,"Installed Building Products, Inc.",Consumer Cyclical,Residential Construction,58,61.43,0.231,0.796,4.33,0.07,0.11,393.17,68.95,48.92,61.64,11.57,AVOID - Poor risk-adjusted score
LI,Li Auto Inc.,Consumer Cyclical,Auto Manufacturers,58,57.62,-0.074,0.58,1.63,0.028,0.16,461.16,47.74,33.42,30.36,11.56,AVOID - Poor risk-adjusted score
AVB,"AvalonBay Communities, Inc.",Real Estate,REIT - Residential,58,55.94,-0.044,0.458,1.1,0.02,0.02,489.79,42.13,25.61,24.2,11.55,AVOID - Poor risk-adjusted score
DVA,DaVita Inc.,Healthcare,Medical Care Facilities,58,47.23,-0.04,0.499,0.94,0.02,0.12,647.72,45.43,23.55,22.39,11.55,AVOID - Poor risk-adjusted score
CHKP,Check Point Software Technologies Ltd.,Technology,Software - Infrastructure,58,29.48,-0.067,0.92,1.16,0.039,0.23,880.62,58.23,27.14,24.9,11.52,AVOID - Poor risk-adjusted score
SO,The Southern Company,Utilities,Utilities - Regulated Electric,58,51.79,-0.065,0.586,1.42,0.027,0.07,562.29,46.23,30.33,27.89,11.51,AVOID - Poor risk-adjusted score
MLKN,"MillerKnoll, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",58,33.07,0.071,0.756,1.36,0.041,0.07,848.05,69.95,25.0,27.19,11.5,AVOID - Poor risk-adjusted score
URI,"United Rentals, Inc.",Industrials,Rental & Leasing Services,58,59.94,0.028,0.335,0.81,0.013,0.18,417.72,42.21,20.08,20.78,11.49,AVOID - Poor risk-adjusted score
WAT,Waters Corporation,Healthcare,Diagnostics & Research,58,73.57,-0.043,0.363,1.2,0.016,0.07,195.19,40.65,26.67,25.24,11.46,AVOID - Poor risk-adjusted score
WMS,"Advanced Drainage Systems, Inc.",Industrials,Building Products & Equipment,58,66.36,0.154,0.622,3.27,0.049,0.09,303.84,65.49,41.26,48.83,11.45,AVOID - Poor risk-adjusted score
OKE,"ONEOK, Inc.",Energy,Oil & Gas Midstream,58,45.16,-0.075,0.696,1.5,0.033,0.14,689.91,50.37,31.45,28.54,11.41,AVOID - Poor risk-adjusted score
CAT,Caterpillar Inc.,Industrials,Farm & Heavy Construction Machinery,58,57.21,0.05,0.429,1.29,0.022,0.12,471.5,43.07,24.53,26.06,11.4,AVOID - Poor risk-adjusted score
QDEL,QuidelOrtho Corporation,Healthcare,Medical Devices,58,36.95,-0.029,0.534,0.67,0.018,0.02,813.24,44.57,19.74,19.02,11.39,AVOID - Poor risk-adjusted score
TRIP,"Tripadvisor, Inc.",Consumer Cyclical,Travel Services,58,52.89,0.224,0.864,4.04,0.076,0.18,543.02,71.8,45.7,57.31,11.38,AVOID - Poor risk-adjusted score
MTZ,"MasTec, Inc.",Industrials,Engineering & Construction,58,52.75,0.188,0.799,3.52,0.067,0.02,545.83,67.63,42.13,51.36,11.36,AVOID - Poor risk-adjusted score
HP,"Helmerich & Payne, Inc.",Energy,Oil & Gas Drilling,58,39.75,0.087,0.703,1.73,0.044,0.07,773.93,68.15,27.95,30.94,11.33,AVOID - Poor risk-adjusted score
EXEL,"Exelixis, Inc.",Healthcare,Biotechnology,58,96.97,-0.205,0.755,3.95,0.041,0.14,8.1,51.4,73.25,55.96,11.31,AVOID - Poor risk-adjusted score
AON,Aon plc,Financial Services,Insurance Brokers,58,60.71,-0.056,0.47,1.36,0.022,0.11,403.69,43.98,28.56,26.59,11.28,AVOID - Poor risk-adjusted score
GRAB,Grab Holdings Limited,Technology,Software - Application,58,81.77,-0.1,0.521,2.32,0.028,0.09,99.07,44.54,42.57,37.37,11.27,AVOID - Poor risk-adjusted score
NTES,"NetEase, Inc.",Communication Services,Electronic Gaming & Multimedia,58,89.08,-0.032,0.268,1.04,0.012,0.05,30.34,37.93,23.89,22.94,11.26,AVOID - Poor risk-adjusted score
TRI,Thomson Reuters Corporation,Industrials,Specialty Business Services,58,68.73,-0.076,0.504,1.79,0.026,0.16,263.02,45.67,34.64,31.38,11.23,AVOID - Poor risk-adjusted score
NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Cyclical,Travel Services,58,44.86,0.162,0.831,2.97,0.066,0.12,688.83,70.76,37.26,44.4,11.19,AVOID - Poor risk-adjusted score
MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,58,36.52,0.12,0.848,2.19,0.06,0.26,814.67,74.73,30.98,35.51,11.14,AVOID - Poor risk-adjusted score
FRO,Frontline plc,Energy,Oil & Gas Midstream,58,48.07,0.031,0.403,0.81,0.017,0.07,631.17,41.82,19.37,20.11,11.13,AVOID - Poor risk-adjusted score
NGG,National Grid plc,Utilities,Utilities - Regulated Electric,58,51.74,-0.036,0.429,0.91,0.018,0.05,563.16,42.18,22.22,21.23,11.12,AVOID - Poor risk-adjusted score
KBR,"KBR, Inc.",Industrials,Engineering & Construction,58,39.98,-0.079,0.77,1.5,0.038,0.32,770.62,55.65,30.79,27.79,11.1,AVOID - Poor risk-adjusted score
MSM,"MSC Industrial Direct Co., Inc.",Industrials,Industrial Distribution,58,59.08,0.051,0.41,1.32,0.022,0.05,433.53,41.11,24.22,25.74,11.09,AVOID - Poor risk-adjusted score
BTI,British American Tobacco p.l.c.,Consumer Defensive,Tobacco,58,61.68,0.028,0.316,0.82,0.013,0.09,383.86,39.9,19.49,20.16,11.06,AVOID - Poor risk-adjusted score
GAP,"The Gap, Inc.",Consumer Cyclical,Apparel Retail,58,47.61,-0.056,0.564,1.26,0.026,0.11,639.03,46.38,26.83,24.96,11.06,AVOID - Poor risk-adjusted score
BDX,"Becton, Dickinson and Company",Healthcare,Medical Instruments & Supplies,58,52.26,0.038,0.404,1.0,0.019,0.04,551.66,40.9,21.1,22.1,11.05,AVOID - Poor risk-adjusted score
DE,Deere & Company,Industrials,Farm & Heavy Construction Machinery,58,55.06,-0.126,0.793,2.36,0.043,0.09,505.24,51.25,43.65,37.01,11.01,AVOID - Poor risk-adjusted score
LKQ,LKQ Corporation,Consumer Cyclical,Auto Parts,58,41.8,-0.102,0.856,1.85,0.044,0.04,744.97,51.97,35.78,31.32,11.0,AVOID - Poor risk-adjusted score
BHC,Bausch Health Companies Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,58,47.16,0.156,0.779,2.97,0.063,0.05,652.17,68.12,36.73,43.57,10.98,AVOID - Poor risk-adjusted score
TSLA,"Tesla, Inc.",Consumer Cyclical,Auto Manufacturers,58,75.62,-0.047,0.356,1.31,0.017,0.19,170.41,42.8,26.92,25.35,10.96,AVOID - Poor risk-adjusted score
EW,Edwards Lifesciences Corporation,Healthcare,Medical Devices,58,88.45,0.052,0.302,1.6,0.018,0.16,33.07,40.41,26.71,28.45,10.96,AVOID - Poor risk-adjusted score
DLR,"Digital Realty Trust, Inc.",Real Estate,REIT - Specialty,58,60.71,-0.135,0.768,2.58,0.043,0.19,406.1,52.65,46.64,39.04,10.9,AVOID - Poor risk-adjusted score
UAA,"Under Armour, Inc.",Consumer Cyclical,Apparel Manufacturing,58,46.91,-0.05,0.531,1.15,0.024,0.21,653.5,47.7,24.92,23.37,10.88,AVOID - Poor risk-adjusted score
ORI,Old Republic International Corporation,Financial Services,Insurance - Property & Casualty,58,68.92,0.051,0.36,1.43,0.021,0.05,259.86,39.78,24.82,26.4,10.86,AVOID - Poor risk-adjusted score
PODD,Insulet Corporation,Healthcare,Medical Devices,58,82.85,0.082,0.383,2.23,0.027,0.05,88.1,39.84,31.69,34.9,10.82,AVOID - Poor risk-adjusted score
GPC,Genuine Parts Company,Consumer Cyclical,Auto Parts,58,45.15,0.038,0.446,0.95,0.021,0.0,689.93,41.28,20.16,21.11,10.81,AVOID - Poor risk-adjusted score
EXPO,"Exponent, Inc.",Industrials,Engineering & Construction,58,81.41,-0.171,0.726,3.37,0.041,0.19,102.81,51.51,59.11,47.17,10.8,AVOID - Poor risk-adjusted score
DELL,Dell Technologies Inc.,Technology,Computer Hardware,58,43.59,0.068,0.571,1.51,0.035,0.19,714.95,67.53,24.89,26.99,10.75,AVOID - Poor risk-adjusted score
MHO,"M/I Homes, Inc.",Consumer Cyclical,Residential Construction,58,61.85,0.038,0.346,1.09,0.018,0.23,379.84,43.18,21.4,22.42,10.74,AVOID - Poor risk-adjusted score
VMC,Vulcan Materials Company,Basic Materials,Building Materials,58,61.31,0.033,0.33,0.97,0.016,0.21,391.41,42.54,20.24,21.07,10.72,AVOID - Poor risk-adjusted score
EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,58,62.73,0.242,0.76,4.65,0.074,0.09,369.5,67.15,47.67,60.56,10.72,AVOID - Poor risk-adjusted score
PNR,Pentair plc,Industrials,Specialty Industrial Machinery,58,67.78,-0.065,0.452,1.63,0.024,0.05,277.47,42.21,30.62,28.15,10.71,AVOID - Poor risk-adjusted score
KRC,Kilroy Realty Corporation,Real Estate,REIT - Office,58,52.89,0.079,0.523,1.83,0.035,0.14,540.29,65.02,27.64,30.34,10.71,AVOID - Poor risk-adjusted score
AEP,"American Electric Power Company, Inc.",Utilities,Utilities - Regulated Electric,58,47.82,0.039,0.425,0.99,0.021,0.04,637.09,41.37,20.31,21.29,10.69,AVOID - Poor risk-adjusted score
COP,ConocoPhillips,Energy,Oil & Gas E&P,58,63.21,-0.122,0.687,2.46,0.039,0.02,357.31,47.05,43.39,36.98,10.68,AVOID - Poor risk-adjusted score
CINF,Cincinnati Financial Corporation,Financial Services,Insurance - Property & Casualty,58,70.22,0.292,0.763,5.59,0.08,0.04,250.67,65.64,53.6,70.29,10.66,AVOID - Poor risk-adjusted score
MP,MP Materials Corp.,Basic Materials,Other Industrial Metals & Mining,58,33.89,0.105,0.819,1.95,0.057,0.32,841.91,75.14,27.75,31.32,10.63,AVOID - Poor risk-adjusted score
DECK,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories,58,85.3,0.015,0.192,0.57,0.007,0.07,59.07,36.49,16.34,16.64,10.63,AVOID - Poor risk-adjusted score
PLNT,"Planet Fitness, Inc.",Consumer Cyclical,Leisure,58,73.92,-0.033,0.301,1.01,0.014,0.02,191.57,38.02,22.25,21.33,10.62,AVOID - Poor risk-adjusted score
HUN,Huntsman Corporation,Basic Materials,Chemicals,58,27.14,0.044,0.694,0.87,0.032,0.09,903.28,69.35,18.83,19.85,10.59,AVOID - Poor risk-adjusted score
AWK,"American Water Works Company, Inc.",Utilities,Utilities - Regulated Water,58,52.44,-0.034,0.401,0.91,0.017,0.02,550.34,40.64,21.02,20.12,10.53,AVOID - Poor risk-adjusted score
UAL,"United Airlines Holdings, Inc.",Industrials,Airlines,58,49.8,0.235,0.871,4.22,0.085,0.12,601.6,70.12,43.38,54.84,10.51,AVOID - Poor risk-adjusted score
WCC,"WESCO International, Inc.",Industrials,Industrial Distribution,58,42.14,0.057,0.538,1.31,0.031,0.21,738.31,67.24,22.68,24.3,10.51,AVOID - Poor risk-adjusted score
ALL,The Allstate Corporation,Financial Services,Insurance - Property & Casualty,58,62.48,0.126,0.558,2.83,0.045,0.02,370.57,62.55,34.83,40.15,10.49,AVOID - Poor risk-adjusted score
AES,The AES Corporation,Utilities,Utilities - Diversified,58,29.67,0.049,0.67,1.01,0.034,0.14,877.6,69.5,19.89,21.11,10.49,AVOID - Poor risk-adjusted score
KEYS,"Keysight Technologies, Inc.",Technology,Scientific & Technical Instruments,58,84.03,-0.07,0.391,1.88,0.022,0.05,72.43,40.54,32.83,29.98,10.42,AVOID - Poor risk-adjusted score
ZTO,ZTO Express (Cayman) Inc.,Industrials,Integrated Freight & Logistics,58,53.87,0.033,0.357,0.92,0.017,0.02,523.71,39.34,19.23,20.02,10.4,AVOID - Poor risk-adjusted score
WYNN,"Wynn Resorts, Limited",Consumer Cyclical,Resorts & Casinos,58,52.45,0.138,0.654,2.85,0.054,0.14,549.93,67.0,34.31,40.0,10.39,AVOID - Poor risk-adjusted score
CSIQ,Canadian Solar Inc.,Technology,Solar,58,27.49,0.029,0.595,0.63,0.023,0.18,901.16,69.07,16.36,16.95,10.39,AVOID - Poor risk-adjusted score
PRGS,Progress Software Corporation,Technology,Software - Infrastructure,58,53.16,-0.153,0.89,2.72,0.051,0.18,537.9,55.09,47.32,38.67,10.39,AVOID - Poor risk-adjusted score
EL,The Estée Lauder Companies Inc.,Consumer Defensive,Household & Personal Products,58,48.82,0.092,0.578,2.03,0.042,0.14,619.17,66.0,28.23,31.43,10.37,AVOID - Poor risk-adjusted score
NVO,Novo Nordisk A/S,Healthcare,Drug Manufacturers - General,58,62.04,-0.154,0.795,2.9,0.047,0.21,380.4,53.4,49.34,40.27,10.33,AVOID - Poor risk-adjusted score
MODG,Topgolf Callaway Brands Corp.,Consumer Cyclical,Leisure,58,30.61,0.117,0.905,2.07,0.067,0.28,870.52,76.02,27.71,31.66,10.33,AVOID - Poor risk-adjusted score
UBS,UBS Group AG,Financial Services,Banks - Diversified,58,28.62,0.061,0.731,1.2,0.042,0.05,888.67,68.79,20.91,22.49,10.24,AVOID - Poor risk-adjusted score
COR,"Cencora, Inc.",Healthcare,Medical Distribution,58,53.7,-0.039,0.407,1.03,0.019,0.0,528.72,40.28,21.84,20.77,10.23,AVOID - Poor risk-adjusted score
RBLX,Roblox Corporation,Communication Services,Electronic Gaming & Multimedia,58,39.67,-0.06,0.629,1.26,0.032,0.11,774.64,47.8,24.95,23.1,10.23,AVOID - Poor risk-adjusted score
TTWO,"Take-Two Interactive Software, Inc.",Communication Services,Electronic Gaming & Multimedia,58,67.99,0.145,0.547,3.28,0.048,0.11,277.69,63.7,37.2,43.65,10.21,AVOID - Poor risk-adjusted score
MATX,"Matson, Inc.",Industrials,Marine Shipping,58,48.55,-0.097,0.703,1.94,0.04,0.23,620.07,51.63,34.1,30.04,10.2,AVOID - Poor risk-adjusted score
MMM,3M Company,Industrials,Conglomerates,58,65.25,-0.141,0.713,2.8,0.043,0.19,319.84,50.97,46.54,38.65,10.18,AVOID - Poor risk-adjusted score
ESI,Element Solutions Inc,Basic Materials,Specialty Chemicals,58,59.04,0.034,0.328,0.99,0.017,0.02,434.95,38.51,19.35,20.16,10.14,AVOID - Poor risk-adjusted score
MLM,"Martin Marietta Materials, Inc.",Basic Materials,Building Materials,58,56.74,0.211,0.736,4.11,0.072,0.18,470.45,68.33,41.75,51.83,10.14,AVOID - Poor risk-adjusted score
FDS,FactSet Research Systems Inc.,Financial Services,Financial Data & Stock Exchanges,58,68.56,-0.055,0.392,1.48,0.022,0.09,266.36,41.37,26.9,25.05,10.11,AVOID - Poor risk-adjusted score
KIM,Kimco Realty Corporation,Real Estate,REIT - Retail,58,58.47,-0.022,0.295,0.67,0.011,0.04,447.86,38.42,17.27,16.8,10.07,AVOID - Poor risk-adjusted score
FCN,"FTI Consulting, Inc.",Industrials,Consulting Services,58,61.78,-0.16,0.801,2.98,0.048,0.09,385.34,50.95,49.48,40.11,10.07,AVOID - Poor risk-adjusted score
VNO,Vornado Realty Trust,Real Estate,REIT - Office,58,56.71,-0.169,0.887,3.01,0.053,0.05,477.69,52.37,50.32,40.28,10.06,AVOID - Poor risk-adjusted score
HALO,"Halozyme Therapeutics, Inc.",Healthcare,Biotechnology,58,78.21,0.021,0.22,0.76,0.01,0.3,138.36,41.6,17.2,17.66,10.05,AVOID - Poor risk-adjusted score
RS,"Reliance, Inc.",Basic Materials,Steel,58,59.7,-0.048,0.403,1.26,0.021,0.04,424.1,40.69,24.07,22.64,10.04,AVOID - Poor risk-adjusted score
COLM,Columbia Sportswear Company,Consumer Cyclical,Apparel Manufacturing,58,63.42,-0.155,0.768,2.96,0.047,0.05,355.47,49.43,48.73,39.73,10.03,AVOID - Poor risk-adjusted score
FIS,"Fidelity National Information Services, Inc.",Technology,Information Technology Services,58,51.55,-0.066,0.532,1.52,0.029,0.28,565.48,48.61,27.41,25.16,9.98,AVOID - Poor risk-adjusted score
MELI,"MercadoLibre, Inc.",Consumer Cyclical,Internet Retail,58,78.52,-0.192,0.764,3.69,0.047,0.23,136.67,52.78,59.97,46.56,9.93,AVOID - Poor risk-adjusted score
JD,"JD.com, Inc.",Consumer Cyclical,Internet Retail,58,49.05,0.031,0.361,0.86,0.017,0.16,611.98,42.23,17.69,18.36,9.9,AVOID - Poor risk-adjusted score
EQNR,Equinor ASA,Energy,Oil & Gas Integrated,58,60.77,-0.165,0.817,3.05,0.05,0.09,406.02,51.23,49.62,39.95,9.86,AVOID - Poor risk-adjusted score
LUV,Southwest Airlines Co.,Industrials,Airlines,58,48.5,0.096,0.57,2.13,0.044,0.02,626.03,63.04,27.63,30.89,9.85,AVOID - Poor risk-adjusted score
NOC,Northrop Grumman Corporation,Industrials,Aerospace & Defense,58,50.67,0.155,0.681,3.15,0.062,0.09,584.19,65.95,34.48,40.86,9.84,AVOID - Poor risk-adjusted score
LOW,"Lowe's Companies, Inc.",Consumer Cyclical,Home Improvement Retail,58,45.88,0.069,0.515,1.61,0.035,0.11,676.31,64.05,23.63,25.64,9.83,AVOID - Poor risk-adjusted score
TDC,Teradata Corporation,Technology,Software - Infrastructure,58,59.11,-0.139,0.735,2.72,0.046,0.26,432.84,52.72,43.46,36.18,9.73,AVOID - Poor risk-adjusted score
NOV,NOV Inc.,Energy,Oil & Gas Equipment & Services,58,48.81,-0.06,0.516,1.4,0.029,0.07,613.72,44.03,25.2,23.32,9.73,AVOID - Poor risk-adjusted score
AEE,Ameren Corporation,Utilities,Utilities - Regulated Electric,58,50.47,0.035,0.362,0.97,0.019,0.12,585.19,41.42,18.3,19.09,9.71,AVOID - Poor risk-adjusted score
INTC,Intel Corporation,Technology,Semiconductors,58,48.15,0.104,0.586,2.28,0.047,0.12,633.41,65.3,28.22,31.82,9.7,AVOID - Poor risk-adjusted score
GD,General Dynamics Corporation,Industrials,Aerospace & Defense,58,58.66,0.046,0.356,1.28,0.022,0.05,442.95,39.56,20.89,22.07,9.69,AVOID - Poor risk-adjusted score
RKLB,Rocket Lab Corporation,Industrials,Aerospace & Defense,58,39.9,0.127,0.731,2.49,0.062,0.16,770.79,68.84,29.15,33.62,9.64,AVOID - Poor risk-adjusted score
DOV,Dover Corporation,Industrials,Specialty Industrial Machinery,58,64.77,-0.126,0.637,2.65,0.041,0.02,329.47,45.39,41.28,34.98,9.59,AVOID - Poor risk-adjusted score
WY,Weyerhaeuser Company,Real Estate,REIT - Specialty,58,46.9,-0.125,0.805,2.34,0.05,0.12,652.05,51.61,37.74,32.01,9.58,AVOID - Poor risk-adjusted score
QCOM,QUALCOMM Incorporated,Technology,Semiconductors,58,81.83,-0.1,0.462,2.47,0.03,0.18,98.45,44.35,37.8,33.16,9.57,AVOID - Poor risk-adjusted score
UA,"Under Armour, Inc.",Consumer Cyclical,Apparel Manufacturing,58,47.45,-0.07,0.565,1.57,0.033,0.16,642.09,46.8,26.8,24.47,9.52,AVOID - Poor risk-adjusted score
CSL,Carlisle Companies Incorporated,Industrials,Building Products & Equipment,58,61.98,0.056,0.367,1.55,0.025,0.12,376.86,40.95,22.73,24.32,9.52,AVOID - Poor risk-adjusted score
UPS,"United Parcel Service, Inc.",Industrials,Integrated Freight & Logistics,58,42.76,-0.1,0.741,1.95,0.046,0.16,729.48,50.84,31.69,27.8,9.43,AVOID - Poor risk-adjusted score
EXC,Exelon Corporation,Utilities,Utilities - Regulated Electric,58,42.45,-0.063,0.574,1.39,0.033,0.09,733.71,45.71,24.38,22.48,9.41,AVOID - Poor risk-adjusted score
CAH,"Cardinal Health, Inc.",Healthcare,Medical Distribution,58,48.86,-0.122,0.755,2.34,0.048,0.02,614.62,48.2,36.88,31.44,9.41,AVOID - Poor risk-adjusted score
KSS,Kohl's Corporation,Consumer Cyclical,Department Stores,58,30.93,0.118,0.837,2.15,0.07,0.02,867.78,68.49,25.88,29.59,9.38,AVOID - Poor risk-adjusted score
LYFT,"Lyft, Inc.",Technology,Software - Application,58,62.66,0.156,0.565,3.48,0.056,0.02,370.05,61.75,35.41,42.0,9.37,AVOID - Poor risk-adjusted score
VOD,Vodafone Group Public Limited Company,Communication Services,Telecom Services,58,45.53,0.018,0.309,0.54,0.012,0.09,683.57,39.85,14.09,14.4,9.35,AVOID - Poor risk-adjusted score
MPW,"Medical Properties Trust, Inc.",Real Estate,REIT - Healthcare Facilities,58,47.93,-0.056,0.489,1.34,0.028,0.02,631.59,42.23,23.44,21.81,9.32,AVOID - Poor risk-adjusted score
AAPL,Apple Inc.,Technology,Consumer Electronics,58,72.72,0.027,0.237,0.91,0.013,0.04,206.24,36.56,17.25,17.82,9.31,AVOID - Poor risk-adjusted score
MTN,"Vail Resorts, Inc.",Consumer Cyclical,Resorts & Casinos,58,48.38,-0.031,0.37,0.85,0.018,0.14,622.91,42.15,17.89,17.2,9.3,AVOID - Poor risk-adjusted score
MOS,The Mosaic Company,Basic Materials,Agricultural Inputs,58,46.27,-0.103,0.699,2.05,0.044,0.02,665.6,46.88,32.35,28.29,9.26,AVOID - Poor risk-adjusted score
