ticker,CompanyName,Sector,Industry,appearances,avg_score,linear_slope,linear_r2,score_std,score_cv,trend_consistency,avg_rank,stability_score,r2_adjusted_score,slope_adjusted_score,stability_adjusted_score,recommendation
SSTK,"Shutterstock, Inc.",Communication Services,Internet Content & Information,57,51.55,0.189,0.853,3.36,0.065,0.07,567.19,70.51,43.98,53.64,12.31,AVOID - Poor risk-adjusted score
RVTY,"Revvity, Inc.",Healthcare,Diagnostics & Research,57,62.26,-0.084,0.611,1.77,0.028,0.02,373.84,45.84,38.04,34.09,12.29,AVOID - Poor risk-adjusted score
WEC,"WEC Energy Group, Inc.",Utilities,Utilities - Regulated Electric,57,50.39,-0.038,0.485,0.9,0.018,0.04,585.88,43.48,24.44,23.28,12.27,AVOID - Poor risk-adjusted score
TW,Tradeweb Markets Inc.,Financial Services,Capital Markets,57,42.3,-0.077,0.778,1.43,0.034,0.21,737.54,54.23,32.9,29.78,12.24,AVOID - Poor risk-adjusted score
MCO,Moody's Corporation,Financial Services,Financial Data & Stock Exchanges,57,73.22,-0.03,0.322,0.86,0.012,0.2,200.37,42.41,23.56,22.69,12.21,AVOID - Poor risk-adjusted score
MLCO,Melco Resorts & Entertainment Limited,Consumer Cyclical,Resorts & Casinos,57,49.6,0.121,0.72,2.36,0.047,0.38,604.61,74.36,35.72,40.98,12.21,AVOID - Poor risk-adjusted score
BRK-B,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,57,75.9,0.029,0.293,0.89,0.012,0.25,167.49,42.62,22.23,23.04,12.2,AVOID - Poor risk-adjusted score
DKS,"DICK'S Sporting Goods, Inc.",Consumer Cyclical,Specialty Retail,57,51.94,0.095,0.624,1.97,0.038,0.07,556.89,66.36,32.42,36.18,12.19,AVOID - Poor risk-adjusted score
NI,NiSource Inc.,Utilities,Utilities - Regulated Gas,57,52.93,-0.054,0.545,1.21,0.023,0.02,542.0,44.42,28.86,26.91,12.15,AVOID - Poor risk-adjusted score
CCL,Carnival Corporation & plc,Consumer Cyclical,Travel Services,57,57.58,0.11,0.615,2.31,0.04,0.2,461.47,68.38,35.43,40.19,12.14,AVOID - Poor risk-adjusted score
CPRI,Capri Holdings Limited,Consumer Cyclical,Luxury Goods,57,33.09,0.047,0.672,0.94,0.028,0.09,847.88,69.1,22.23,23.52,12.13,AVOID - Poor risk-adjusted score
EBAY,eBay Inc.,Consumer Cyclical,Internet Retail,57,72.34,-0.088,0.553,1.95,0.027,0.09,212.42,45.69,40.03,35.69,12.1,AVOID - Poor risk-adjusted score
HSIC,"Henry Schein, Inc.",Healthcare,Medical Distribution,57,45.04,-0.095,0.825,1.72,0.038,0.11,691.16,53.09,37.18,32.85,12.07,AVOID - Poor risk-adjusted score
FE,FirstEnergy Corp.,Utilities,Utilities - Regulated Electric,57,45.43,-0.072,0.701,1.41,0.031,0.04,684.7,48.64,31.83,29.01,12.06,AVOID - Poor risk-adjusted score
TMUS,"T-Mobile US, Inc.",Communication Services,Telecom Services,57,59.98,-0.04,0.425,1.01,0.017,0.04,418.26,41.79,25.51,24.24,12.04,AVOID - Poor risk-adjusted score
GIS,"General Mills, Inc.",Consumer Defensive,Packaged Foods,57,43.78,-0.089,0.81,1.62,0.037,0.12,713.32,53.1,35.47,31.59,12.04,AVOID - Poor risk-adjusted score
GM,General Motors Company,Consumer Cyclical,Auto Manufacturers,57,34.47,0.04,0.61,0.83,0.024,0.11,837.09,68.03,21.03,22.07,12.04,AVOID - Poor risk-adjusted score
AJG,Arthur J. Gallagher & Co.,Financial Services,Insurance Brokers,57,73.59,-0.156,0.782,2.9,0.039,0.25,196.05,54.51,57.54,46.86,12.01,AVOID - Poor risk-adjusted score
TXNM,"TXNM Energy, Inc.",Utilities,Utilities - Regulated Electric,57,46.57,-0.064,0.649,1.32,0.028,0.04,661.11,47.37,30.24,27.83,12.01,AVOID - Poor risk-adjusted score
GEN,Gen Digital Inc.,Technology,Software - Infrastructure,57,60.9,0.088,0.531,1.99,0.033,0.12,399.21,65.15,32.32,35.82,11.98,AVOID - Poor risk-adjusted score
K,Kellanova,Consumer Defensive,Packaged Foods,57,55.12,-0.094,0.701,1.85,0.034,0.02,505.68,48.02,38.63,34.16,11.97,AVOID - Poor risk-adjusted score
GSK,GSK plc,Healthcare,Drug Manufacturers - General,57,64.04,-0.023,0.32,0.68,0.011,0.07,339.61,39.98,20.5,19.91,11.87,AVOID - Poor risk-adjusted score
FICO,Fair Isaac Corporation,Technology,Software - Application,57,73.15,-0.18,0.86,3.19,0.044,0.36,203.18,58.59,62.93,49.68,11.87,AVOID - Poor risk-adjusted score
SOLV,Solventum Corporation,Healthcare,Medical Instruments & Supplies,57,48.66,-0.071,0.653,1.44,0.03,0.2,616.63,50.54,31.76,28.97,11.86,AVOID - Poor risk-adjusted score
G,Genpact Limited,Technology,Information Technology Services,57,64.6,-0.062,0.489,1.47,0.023,0.12,330.33,44.89,31.56,29.13,11.82,AVOID - Poor risk-adjusted score
CNM,"Core & Main, Inc.",Industrials,Industrial Distribution,57,58.73,0.023,0.325,0.66,0.011,0.05,441.58,39.68,19.06,19.6,11.81,AVOID - Poor risk-adjusted score
ENB,Enbridge Inc.,Energy,Oil & Gas Midstream,57,46.43,-0.042,0.521,0.96,0.021,0.16,665.04,46.79,24.19,22.93,11.72,AVOID - Poor risk-adjusted score
CBOE,"Cboe Global Markets, Inc.",Financial Services,Financial Data & Stock Exchanges,57,81.84,-0.034,0.302,1.02,0.013,0.04,99.46,38.53,24.74,23.68,11.7,AVOID - Poor risk-adjusted score
CZR,"Caesars Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,57,35.7,-0.015,0.459,0.37,0.01,0.09,827.79,44.51,16.38,16.06,11.7,AVOID - Poor risk-adjusted score
WAT,Waters Corporation,Healthcare,Diagnostics & Research,57,73.58,-0.045,0.372,1.21,0.016,0.05,195.11,40.59,27.38,25.85,11.68,AVOID - Poor risk-adjusted score
AR,Antero Resources Corporation,Energy,Oil & Gas E&P,57,62.36,-0.065,0.509,1.5,0.024,0.07,372.02,44.3,31.75,29.19,11.67,AVOID - Poor risk-adjusted score
ASML,ASML Holding N.V.,Technology,Semiconductor Equipment & Materials,57,86.57,-0.042,0.319,1.24,0.014,0.16,47.07,41.34,27.57,26.12,11.67,AVOID - Poor risk-adjusted score
APTV,Aptiv PLC,Consumer Cyclical,Auto Parts,57,47.75,0.063,0.544,1.4,0.029,0.04,640.09,64.11,26.0,28.03,11.66,AVOID - Poor risk-adjusted score
CAT,Caterpillar Inc.,Industrials,Farm & Heavy Construction Machinery,57,57.2,0.052,0.439,1.3,0.023,0.11,471.67,43.05,25.11,26.74,11.65,AVOID - Poor risk-adjusted score
MLKN,"MillerKnoll, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",57,33.05,0.073,0.765,1.37,0.041,0.05,848.18,69.87,25.27,27.55,11.62,AVOID - Poor risk-adjusted score
IR,Ingersoll Rand Inc.,Industrials,Specialty Industrial Machinery,57,66.93,-0.106,0.636,2.2,0.033,0.07,290.98,47.21,42.54,37.01,11.58,AVOID - Poor risk-adjusted score
CHKP,Check Point Software Technologies Ltd.,Technology,Software - Infrastructure,57,29.51,-0.067,0.921,1.16,0.039,0.25,880.44,58.72,27.18,24.91,11.55,AVOID - Poor risk-adjusted score
IBP,"Installed Building Products, Inc.",Consumer Cyclical,Residential Construction,57,61.31,0.23,0.787,4.27,0.07,0.09,395.28,68.44,48.27,60.82,11.54,AVOID - Poor risk-adjusted score
GPC,Genuine Parts Company,Consumer Cyclical,Auto Parts,57,45.15,0.04,0.477,0.96,0.021,0.02,690.02,42.53,21.53,22.61,11.52,AVOID - Poor risk-adjusted score
BDX,"Becton, Dickinson and Company",Healthcare,Medical Instruments & Supplies,57,52.25,0.04,0.422,1.01,0.019,0.05,551.61,41.8,22.06,23.15,11.52,AVOID - Poor risk-adjusted score
QDEL,QuidelOrtho Corporation,Healthcare,Medical Devices,57,36.96,-0.03,0.54,0.67,0.018,0.04,813.21,45.09,19.96,19.21,11.47,AVOID - Poor risk-adjusted score
URI,"United Rentals, Inc.",Industrials,Rental & Leasing Services,57,59.93,0.029,0.335,0.81,0.014,0.2,418.02,42.62,20.08,20.79,11.47,AVOID - Poor risk-adjusted score
GAP,"The Gap, Inc.",Consumer Cyclical,Apparel Retail,57,47.61,-0.059,0.59,1.27,0.027,0.09,639.11,46.81,28.07,26.01,11.47,AVOID - Poor risk-adjusted score
EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,57,79.87,-0.028,0.28,0.88,0.011,0.07,120.81,38.72,22.34,21.55,11.47,AVOID - Poor risk-adjusted score
ZTO,ZTO Express (Cayman) Inc.,Industrials,Integrated Freight & Logistics,57,53.88,0.035,0.393,0.93,0.017,0.0,523.6,40.07,21.19,22.13,11.46,AVOID - Poor risk-adjusted score
IIPR,"Innovative Industrial Properties, Inc.",Real Estate,REIT - Industrial,57,62.43,-0.101,0.645,2.08,0.033,0.12,371.54,48.53,40.29,35.28,11.46,AVOID - Poor risk-adjusted score
LI,Li Auto Inc.,Consumer Cyclical,Auto Manufacturers,57,57.64,-0.075,0.575,1.63,0.028,0.14,460.77,47.3,33.17,30.09,11.45,AVOID - Poor risk-adjusted score
NTES,"NetEase, Inc.",Communication Services,Electronic Gaming & Multimedia,57,89.09,-0.033,0.274,1.05,0.012,0.07,30.33,38.47,24.4,23.38,11.43,AVOID - Poor risk-adjusted score
TRIP,"Tripadvisor, Inc.",Consumer Cyclical,Travel Services,57,52.8,0.226,0.861,4.01,0.076,0.16,544.7,71.45,45.44,57.07,11.4,AVOID - Poor risk-adjusted score
MTZ,"MasTec, Inc.",Industrials,Engineering & Construction,57,52.67,0.189,0.793,3.5,0.066,0.0,547.23,67.15,41.76,50.97,11.33,AVOID - Poor risk-adjusted score
OKE,"ONEOK, Inc.",Energy,Oil & Gas Midstream,57,45.2,-0.074,0.682,1.48,0.033,0.12,689.33,49.7,30.84,28.01,11.3,AVOID - Poor risk-adjusted score
DE,Deere & Company,Industrials,Farm & Heavy Construction Machinery,57,55.16,-0.122,0.785,2.27,0.041,0.07,503.56,50.86,43.27,36.87,11.29,AVOID - Poor risk-adjusted score
SO,The Southern Company,Utilities,Utilities - Regulated Electric,57,51.83,-0.064,0.569,1.4,0.027,0.05,561.63,45.42,29.47,27.12,11.28,AVOID - Poor risk-adjusted score
EW,Edwards Lifesciences Corporation,Healthcare,Medical Devices,57,88.44,0.055,0.312,1.61,0.018,0.14,33.09,40.39,27.56,29.43,11.28,AVOID - Poor risk-adjusted score
EXEL,"Exelixis, Inc.",Healthcare,Biotechnology,57,97.07,-0.205,0.745,3.9,0.04,0.12,7.84,50.83,72.32,55.28,11.28,AVOID - Poor risk-adjusted score
MRK,"Merck & Co., Inc.",Healthcare,Drug Manufacturers - General,57,67.37,-0.032,0.332,0.91,0.013,0.0,284.21,38.61,22.36,21.47,11.27,AVOID - Poor risk-adjusted score
DVA,DaVita Inc.,Healthcare,Medical Care Facilities,57,47.25,-0.04,0.485,0.93,0.02,0.11,647.4,44.71,22.91,21.78,11.26,AVOID - Poor risk-adjusted score
WMS,"Advanced Drainage Systems, Inc.",Industrials,Building Products & Equipment,57,66.27,0.153,0.607,3.23,0.049,0.07,305.25,64.76,40.2,47.53,11.24,AVOID - Poor risk-adjusted score
AVB,"AvalonBay Communities, Inc.",Real Estate,REIT - Residential,57,55.96,-0.044,0.444,1.09,0.019,0.0,489.46,41.37,24.84,23.47,11.23,AVOID - Poor risk-adjusted score
HP,"Helmerich & Payne, Inc.",Energy,Oil & Gas Drilling,57,39.69,0.085,0.687,1.69,0.042,0.05,774.98,67.45,27.28,30.14,11.22,AVOID - Poor risk-adjusted score
NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Cyclical,Travel Services,57,44.79,0.163,0.827,2.95,0.066,0.11,690.04,70.36,37.03,44.18,11.19,AVOID - Poor risk-adjusted score
MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,57,36.46,0.12,0.842,2.16,0.059,0.25,815.49,74.33,30.69,35.17,11.13,AVOID - Poor risk-adjusted score
AEP,"American Electric Power Company, Inc.",Utilities,Utilities - Regulated Electric,57,47.81,0.04,0.441,1.0,0.021,0.02,637.3,41.5,21.08,22.14,11.07,AVOID - Poor risk-adjusted score
LKQ,LKQ Corporation,Consumer Cyclical,Auto Parts,57,41.86,-0.101,0.848,1.81,0.043,0.05,744.16,52.2,35.52,31.11,11.06,AVOID - Poor risk-adjusted score
AON,Aon plc,Financial Services,Insurance Brokers,57,60.73,-0.056,0.461,1.36,0.022,0.09,403.28,43.38,27.99,26.05,11.05,AVOID - Poor risk-adjusted score
KBR,"KBR, Inc.",Industrials,Engineering & Construction,57,40.02,-0.079,0.762,1.49,0.037,0.3,770.07,55.2,30.49,27.51,11.04,AVOID - Poor risk-adjusted score
GRAB,Grab Holdings Limited,Technology,Software - Application,57,81.83,-0.099,0.503,2.29,0.028,0.07,98.4,43.71,41.15,36.17,10.99,AVOID - Poor risk-adjusted score
BHC,Bausch Health Companies Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,57,47.1,0.158,0.775,2.96,0.063,0.04,653.42,67.69,36.51,43.37,10.96,AVOID - Poor risk-adjusted score
MSM,"MSC Industrial Direct Co., Inc.",Industrials,Industrial Distribution,57,59.07,0.051,0.405,1.33,0.022,0.07,434.02,41.34,23.94,25.47,10.95,AVOID - Poor risk-adjusted score
COO,"The Cooper Companies, Inc.",Healthcare,Medical Instruments & Supplies,57,60.24,0.014,0.261,0.46,0.008,0.0,412.02,37.05,15.69,15.97,10.94,AVOID - Poor risk-adjusted score
DLR,"Digital Realty Trust, Inc.",Real Estate,REIT - Specialty,57,60.79,-0.134,0.756,2.53,0.042,0.18,404.74,52.09,45.96,38.56,10.93,AVOID - Poor risk-adjusted score
TRI,Thomson Reuters Corporation,Industrials,Specialty Business Services,57,68.78,-0.075,0.486,1.78,0.026,0.14,262.37,44.85,33.42,30.31,10.92,AVOID - Poor risk-adjusted score
NVDA,NVIDIA Corporation,Technology,Semiconductors,57,100.63,0.032,0.221,1.13,0.011,0.16,2.19,38.72,22.24,23.14,10.87,AVOID - Poor risk-adjusted score
MP,MP Materials Corp.,Basic Materials,Other Industrial Metals & Mining,57,33.87,0.109,0.834,1.96,0.058,0.34,842.12,76.02,28.24,31.98,10.82,AVOID - Poor risk-adjusted score
EXPO,"Exponent, Inc.",Industrials,Engineering & Construction,57,81.48,-0.173,0.721,3.36,0.041,0.18,102.04,51.08,58.73,46.76,10.74,AVOID - Poor risk-adjusted score
DELL,Dell Technologies Inc.,Technology,Computer Hardware,57,43.56,0.069,0.567,1.51,0.035,0.18,715.46,67.11,24.7,26.81,10.68,AVOID - Poor risk-adjusted score
TSLA,"Tesla, Inc.",Consumer Cyclical,Auto Manufacturers,57,75.64,-0.047,0.347,1.31,0.017,0.21,170.21,42.95,26.23,24.69,10.67,AVOID - Poor risk-adjusted score
EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,57,62.6,0.241,0.749,4.59,0.073,0.07,371.84,66.58,46.92,59.57,10.66,AVOID - Poor risk-adjusted score
CINF,Cincinnati Financial Corporation,Financial Services,Insurance - Property & Casualty,57,70.11,0.295,0.76,5.58,0.08,0.05,252.3,65.91,53.27,70.01,10.65,AVOID - Poor risk-adjusted score
HUN,Huntsman Corporation,Basic Materials,Chemicals,57,27.13,0.045,0.698,0.88,0.032,0.07,903.4,69.12,18.92,19.97,10.64,AVOID - Poor risk-adjusted score
COP,ConocoPhillips,Energy,Oil & Gas E&P,57,63.28,-0.121,0.672,2.43,0.038,0.04,356.04,47.05,42.55,36.31,10.6,AVOID - Poor risk-adjusted score
UAA,"Under Armour, Inc.",Consumer Cyclical,Apparel Manufacturing,57,46.95,-0.049,0.508,1.12,0.024,0.21,652.86,47.14,23.85,22.41,10.57,AVOID - Poor risk-adjusted score
NGG,National Grid plc,Utilities,Utilities - Regulated Electric,57,51.78,-0.034,0.401,0.88,0.017,0.04,562.6,41.04,20.77,19.89,10.57,AVOID - Poor risk-adjusted score
PNR,Pentair plc,Industrials,Specialty Industrial Machinery,57,67.8,-0.066,0.447,1.63,0.024,0.07,277.19,42.42,30.28,27.8,10.57,AVOID - Poor risk-adjusted score
UAL,"United Airlines Holdings, Inc.",Industrials,Airlines,57,49.72,0.238,0.871,4.2,0.085,0.11,603.26,69.82,43.31,54.88,10.55,AVOID - Poor risk-adjusted score
ALL,The Allstate Corporation,Financial Services,Insurance - Property & Casualty,57,62.45,0.129,0.559,2.84,0.045,0.0,371.54,62.22,34.91,40.35,10.51,AVOID - Poor risk-adjusted score
AES,The AES Corporation,Utilities,Utilities - Diversified,57,29.66,0.05,0.67,1.01,0.034,0.16,877.77,69.91,19.88,21.13,10.49,AVOID - Poor risk-adjusted score
FRO,Frontline plc,Energy,Oil & Gas Midstream,57,48.04,0.029,0.376,0.79,0.016,0.09,631.74,41.42,18.05,18.71,10.47,AVOID - Poor risk-adjusted score
WYNN,"Wynn Resorts, Limited",Consumer Cyclical,Resorts & Casinos,57,52.41,0.141,0.658,2.86,0.055,0.14,550.63,67.15,34.51,40.35,10.46,AVOID - Poor risk-adjusted score
WCC,"WESCO International, Inc.",Industrials,Industrial Distribution,57,42.12,0.058,0.534,1.31,0.031,0.2,738.77,66.82,22.47,24.1,10.42,AVOID - Poor risk-adjusted score
CSIQ,Canadian Solar Inc.,Technology,Solar,57,27.48,0.03,0.597,0.63,0.023,0.2,901.3,69.53,16.4,17.01,10.41,AVOID - Poor risk-adjusted score
PRGS,Progress Software Corporation,Technology,Software - Infrastructure,57,53.22,-0.155,0.889,2.7,0.051,0.16,536.84,54.79,47.29,38.56,10.41,AVOID - Poor risk-adjusted score
KRC,Kilroy Realty Corporation,Real Estate,REIT - Office,57,52.83,0.077,0.501,1.8,0.034,0.12,541.25,64.13,26.48,29.02,10.36,AVOID - Poor risk-adjusted score
MODG,Topgolf Callaway Brands Corp.,Consumer Cyclical,Leisure,57,30.56,0.118,0.903,2.05,0.067,0.3,870.96,76.46,27.6,31.57,10.35,AVOID - Poor risk-adjusted score
EL,The Estée Lauder Companies Inc.,Consumer Defensive,Household & Personal Products,57,48.79,0.094,0.577,2.04,0.042,0.12,619.82,65.64,28.15,31.4,10.34,AVOID - Poor risk-adjusted score
PODD,Insulet Corporation,Healthcare,Medical Devices,57,82.8,0.081,0.364,2.21,0.027,0.07,88.63,39.69,30.17,33.19,10.34,AVOID - Poor risk-adjusted score
KIM,Kimco Realty Corporation,Real Estate,REIT - Retail,57,58.47,-0.023,0.304,0.67,0.012,0.02,447.89,38.33,17.79,17.28,10.32,AVOID - Poor risk-adjusted score
ORI,Old Republic International Corporation,Financial Services,Insurance - Property & Casualty,57,68.89,0.05,0.341,1.42,0.021,0.07,260.37,39.6,23.5,24.98,10.32,AVOID - Poor risk-adjusted score
UBS,UBS Group AG,Financial Services,Banks - Diversified,57,28.6,0.063,0.737,1.2,0.042,0.04,888.95,68.63,21.09,22.73,10.32,AVOID - Poor risk-adjusted score
NVO,Novo Nordisk A/S,Healthcare,Drug Manufacturers - General,57,62.11,-0.155,0.789,2.88,0.046,0.2,379.18,52.98,49.03,39.96,10.3,AVOID - Poor risk-adjusted score
VMC,Vulcan Materials Company,Basic Materials,Building Materials,57,61.29,0.033,0.316,0.96,0.016,0.2,391.81,41.82,19.35,20.14,10.25,AVOID - Poor risk-adjusted score
MATX,"Matson, Inc.",Industrials,Marine Shipping,57,48.58,-0.099,0.702,1.95,0.04,0.21,619.46,51.34,34.1,29.96,10.17,AVOID - Poor risk-adjusted score
RBLX,Roblox Corporation,Communication Services,Electronic Gaming & Multimedia,57,39.69,-0.06,0.625,1.26,0.032,0.09,774.28,47.38,24.83,22.96,10.17,AVOID - Poor risk-adjusted score
RMD,ResMed Inc.,Healthcare,Medical Instruments & Supplies,57,89.28,0.029,0.22,1.0,0.011,0.04,29.63,36.2,19.66,20.36,10.16,AVOID - Poor risk-adjusted score
MMM,3M Company,Industrials,Conglomerates,57,65.33,-0.14,0.7,2.75,0.042,0.18,318.53,50.35,45.71,38.02,10.13,AVOID - Poor risk-adjusted score
LUV,Southwest Airlines Co.,Industrials,Airlines,57,48.49,0.1,0.586,2.15,0.044,0.04,626.32,63.87,28.44,31.92,10.13,AVOID - Poor risk-adjusted score
VNO,Vornado Realty Trust,Real Estate,REIT - Office,57,56.78,-0.171,0.885,2.99,0.053,0.04,476.51,52.02,50.28,40.15,10.07,AVOID - Poor risk-adjusted score
MLM,"Martin Marietta Materials, Inc.",Basic Materials,Building Materials,57,56.63,0.211,0.725,4.07,0.072,0.16,472.46,67.79,41.07,50.98,10.06,AVOID - Poor risk-adjusted score
FCN,"FTI Consulting, Inc.",Industrials,Consulting Services,57,61.84,-0.162,0.799,2.98,0.048,0.07,384.33,50.6,49.44,39.95,10.05,AVOID - Poor risk-adjusted score
ESI,Element Solutions Inc,Basic Materials,Specialty Chemicals,57,59.03,0.034,0.324,0.99,0.017,0.04,435.3,38.75,19.12,19.94,10.01,AVOID - Poor risk-adjusted score
COLM,Columbia Sportswear Company,Consumer Cyclical,Apparel Manufacturing,57,63.49,-0.156,0.761,2.94,0.046,0.04,354.3,48.91,48.31,39.35,9.99,AVOID - Poor risk-adjusted score
TTWO,"Take-Two Interactive Software, Inc.",Communication Services,Electronic Gaming & Multimedia,57,67.91,0.144,0.53,3.24,0.048,0.12,278.98,63.64,36.02,42.21,9.95,AVOID - Poor risk-adjusted score
NOC,Northrop Grumman Corporation,Industrials,Aerospace & Defense,57,50.63,0.16,0.689,3.17,0.063,0.07,584.82,65.83,34.86,41.47,9.95,AVOID - Poor risk-adjusted score
AWK,"American Water Works Company, Inc.",Utilities,Utilities - Regulated Water,57,52.48,-0.032,0.37,0.87,0.017,0.04,549.74,40.15,19.42,18.64,9.94,AVOID - Poor risk-adjusted score
GD,General Dynamics Corporation,Industrials,Aerospace & Defense,57,58.65,0.047,0.365,1.29,0.022,0.07,443.12,40.18,21.4,22.66,9.9,AVOID - Poor risk-adjusted score
COR,"Cencora, Inc.",Healthcare,Medical Distribution,57,53.73,-0.039,0.393,1.03,0.019,0.02,528.33,40.23,21.1,20.07,9.9,AVOID - Poor risk-adjusted score
MELI,"MercadoLibre, Inc.",Consumer Cyclical,Internet Retail,57,78.61,-0.193,0.756,3.66,0.047,0.21,135.61,52.32,59.44,46.09,9.89,AVOID - Poor risk-adjusted score
KEYS,"Keysight Technologies, Inc.",Technology,Scientific & Technical Instruments,57,84.1,-0.066,0.36,1.81,0.022,0.07,71.6,40.08,30.29,27.81,9.89,AVOID - Poor risk-adjusted score
MHO,"M/I Homes, Inc.",Consumer Cyclical,Residential Construction,57,61.81,0.035,0.313,1.04,0.017,0.21,380.89,41.98,19.33,20.18,9.89,AVOID - Poor risk-adjusted score
EQNR,Equinor ASA,Energy,Oil & Gas Integrated,57,60.84,-0.166,0.812,3.03,0.05,0.07,404.81,50.8,49.4,39.69,9.84,AVOID - Poor risk-adjusted score
RS,"Reliance, Inc.",Basic Materials,Steel,57,59.72,-0.048,0.395,1.26,0.021,0.05,423.84,40.82,23.6,22.19,9.83,AVOID - Poor risk-adjusted score
FIS,"Fidelity National Information Services, Inc.",Technology,Information Technology Services,57,51.6,-0.065,0.509,1.49,0.029,0.27,564.58,47.75,26.28,24.18,9.72,AVOID - Poor risk-adjusted score
PLNT,"Planet Fitness, Inc.",Consumer Cyclical,Leisure,57,73.95,-0.031,0.27,0.98,0.013,0.04,191.14,37.49,19.96,19.2,9.71,AVOID - Poor risk-adjusted score
TDC,Teradata Corporation,Technology,Software - Infrastructure,57,59.18,-0.139,0.723,2.68,0.045,0.25,431.56,52.16,42.8,35.67,9.69,AVOID - Poor risk-adjusted score
NOV,NOV Inc.,Energy,Oil & Gas Equipment & Services,57,48.83,-0.061,0.514,1.4,0.029,0.09,613.46,44.33,25.09,23.19,9.65,AVOID - Poor risk-adjusted score
FDS,FactSet Research Systems Inc.,Financial Services,Financial Data & Stock Exchanges,57,68.6,-0.054,0.37,1.46,0.021,0.07,265.84,40.4,25.37,23.67,9.63,AVOID - Poor risk-adjusted score
AEE,Ameren Corporation,Utilities,Utilities - Regulated Electric,57,50.46,0.035,0.359,0.97,0.019,0.14,585.4,41.7,18.11,18.91,9.6,AVOID - Poor risk-adjusted score
INTC,Intel Corporation,Technology,Semiconductors,57,48.11,0.105,0.577,2.27,0.047,0.14,634.37,65.45,27.77,31.34,9.57,AVOID - Poor risk-adjusted score
WY,Weyerhaeuser Company,Real Estate,REIT - Specialty,57,46.96,-0.126,0.797,2.32,0.049,0.11,651.05,51.12,37.44,31.74,9.57,AVOID - Poor risk-adjusted score
RKLB,Rocket Lab Corporation,Industrials,Aerospace & Defense,57,39.84,0.127,0.721,2.47,0.062,0.18,771.84,69.02,28.73,33.15,9.56,AVOID - Poor risk-adjusted score
CSL,Carlisle Companies Incorporated,Industrials,Building Products & Equipment,57,61.96,0.058,0.367,1.56,0.025,0.14,377.25,41.35,22.74,24.37,9.51,AVOID - Poor risk-adjusted score
LOW,"Lowe's Companies, Inc.",Consumer Cyclical,Home Improvement Retail,57,45.82,0.067,0.492,1.58,0.034,0.09,677.37,43.11,22.55,24.42,9.48,AVOID - Poor risk-adjusted score
DOV,Dover Corporation,Industrials,Specialty Industrial Machinery,57,64.83,-0.126,0.625,2.62,0.04,0.04,328.39,45.41,40.5,34.32,9.47,AVOID - Poor risk-adjusted score
VOD,Vodafone Group Public Limited Company,Communication Services,Telecom Services,57,45.53,0.019,0.314,0.54,0.012,0.07,683.74,39.64,14.28,14.61,9.46,AVOID - Poor risk-adjusted score
MPW,"Medical Properties Trust, Inc.",Real Estate,REIT - Healthcare Facilities,57,47.94,-0.058,0.494,1.35,0.028,0.0,631.51,42.01,23.69,22.0,9.37,AVOID - Poor risk-adjusted score
KSS,Kohl's Corporation,Consumer Cyclical,Department Stores,57,30.87,0.118,0.829,2.12,0.069,0.04,868.32,68.71,25.6,29.26,9.37,AVOID - Poor risk-adjusted score
UPS,"United Parcel Service, Inc.",Industrials,Integrated Freight & Logistics,57,42.81,-0.1,0.732,1.93,0.045,0.14,728.86,50.3,31.33,27.48,9.37,AVOID - Poor risk-adjusted score
CAH,"Cardinal Health, Inc.",Healthcare,Medical Distribution,57,48.92,-0.122,0.747,2.32,0.047,0.04,613.54,48.36,36.52,31.12,9.36,AVOID - Poor risk-adjusted score
QCOM,QUALCOMM Incorporated,Technology,Semiconductors,57,81.87,-0.101,0.452,2.46,0.03,0.2,97.95,44.48,36.99,32.44,9.36,AVOID - Poor risk-adjusted score
JD,"JD.com, Inc.",Consumer Cyclical,Internet Retail,57,49.03,0.03,0.339,0.85,0.017,0.14,612.42,41.31,16.64,17.26,9.35,AVOID - Poor risk-adjusted score
UA,"Under Armour, Inc.",Consumer Cyclical,Apparel Manufacturing,57,47.5,-0.068,0.542,1.53,0.032,0.14,641.09,45.92,25.77,23.59,9.33,AVOID - Poor risk-adjusted score
MOS,The Mosaic Company,Basic Materials,Agricultural Inputs,57,46.35,-0.1,0.683,2.0,0.043,0.04,664.46,46.89,31.65,27.76,9.26,AVOID - Poor risk-adjusted score
EXC,Exelon Corporation,Utilities,Utilities - Regulated Electric,57,42.49,-0.061,0.553,1.36,0.032,0.07,733.09,44.82,23.5,21.71,9.21,AVOID - Poor risk-adjusted score
BHP,BHP Group Limited,Basic Materials,Other Industrial Metals & Mining,57,74.03,0.021,0.213,0.76,0.01,0.04,190.19,36.06,15.74,16.15,9.18,AVOID - Poor risk-adjusted score
